ID;Size;Model;y_obs;y_hat;Res
1;112.4695;2;98.69;94.10119072;4.588809279
1;97.957;2;97.41;92.17552224;5.234477756
1;85.317;2;95.55;89.73846633;5.811533667
1;74.308;2;93.05;86.72814258;6.321857422
1;64.7195;2;89.89;83.11427728;6.775722718
1;56.3685;2;86.09;78.91337906;7.176620941
1;49.095;2;81.73;74.19599723;7.534002773
1;42.76;2;76.93;69.08286558;7.847134425
1;37.2425;2;71.82;63.72838403;8.091615972
1;32.437;2;66.56;58.29708166;8.262918344
1;28.2515;2;61.29;52.94103631;8.348963694
1;24.606;2;56.13;47.78457787;8.34542213
1;21.431;2;51.18;42.91773248;8.262267515
1;18.6655;2;46.5;38.39591006;8.104089942
1;16.257;2;42.13;34.24691506;7.883084936
1;14.1595;2;38.07;30.47626057;7.593739431
1;12.3325;2;34.32;27.07347166;7.246528338
1;10.741;2;30.86;24.01902324;6.84097676
1;9.355;2;27.68;21.28899245;6.391007546
1;8.148;2;24.75;18.85626952;5.893730484
1;7.0965;2;22.05;16.69244455;5.35755545
1;6.1805;2;19.55;14.77095536;4.779044641
1;5.383;2;17.24;13.06765769;4.172342313
1;4.6885;2;15.09;11.5587094;3.531290602
1;4.0835;2;13.08;10.22233436;2.85766564
1;3.5565;2;11.2;9.039405597;2.160594403
1;3.0975;2;9.44;7.992774434;1.447225566
1;2.698;2;7.79;7.067595351;0.722404649
1;2.35;2;6.25;6.249242885;0.000757115
1;2.0465;2;4.84;5.524600039;-0.684600039
1;1.7825;2;3.57;4.884663269;-1.314663269
1;1.5525;2;2.47;4.31868532;-1.84868532
1;1.352;2;1.56;3.817831771;-2.257831771
1;1.1775;2;0.86;3.375339194;-2.515339194
1;1.0255;2;0.37;2.984084789;-2.614084789
1;0.8935;2;0.12;2.639194084;-2.519194084
1;0.778;2;0.03;2.332868438;-2.302868438
1;0.6775;2;0.03;2.062301819;-2.032301819
1;0.5905;2;0.03;1.824555955;-1.794555955
1;0.5145;2;0.03;1.613751015;-1.583751015
1;0.448;2;0.03;1.426515936;-1.396515936
1;0.39;2;0.03;1.260742123;-1.230742123
1;0.3395;2;0.03;1.11421714;-1.08421714
1;0.2955;2;0.03;0.984614857;-0.954614857
1;0.2575;2;0.03;0.870992375;-0.840992375
1;0.2245;2;0.03;0.770835814;-0.740835814
1;0.1955;2;0.03;0.681491632;-0.651491632
1;0.17;2;0.03;0.601733137;-0.571733137
1;0.148;2;0.03;0.531871094;-0.501871094
1;0.129;2;0.03;0.470621616;-0.440621616
1;0.1125;2;0.03;0.416630091;-0.386630091
1;0.098;2;0.03;0.368466499;-0.338466499
1;0.085;2;0.03;0.324620126;-0.294620126
1;0.074;2;0.03;0.286945451;-0.256945451
1;0.0645;2;0.03;0.253913673;-0.223913673
1;0.056;2;0.03;0.223905293;-0.193905293
1;0.049;2;0.03;0.198817562;-0.168817562
1;0.043;2;0.03;0.177000359;-0.147000359
1;0.0375;2;0.03;0.156706298;-0.126706298
1;0.0325;2;0.03;0.137972074;-0.107972074
1;0.028;2;0.03;0.120839118;-0.090839118
1;0.0245;2;0.03;0.107304646;-0.077304646
1;0.0215;2;0.03;0.095534022;-0.065534022
1;0.0185;2;0.03;0.083580807;-0.053580807
1;0.016;2;0.03;0.073456449;-0.043456449
1;0.014;2;0.03;0.065231518;-0.035231518
1;0.012;2;0.03;0.05687565;-0.02687565
1;0.0105;2;0.03;0.050508262;-0.020508262
2;170.2295;2;100;97.58686796;2.413132042
2;148.2635;2;99.9;96.73021986;3.169780139
2;129.132;2;99.59;95.59284787;3.997152134
2;112.4695;2;98.9;94.10119072;4.798809279
2;97.957;2;97.76;92.17552224;5.584477756
2;85.317;2;96.06;89.73846633;6.321533667
2;74.308;2;93.74;86.72814258;7.011857422
2;64.7195;2;90.77;83.11427728;7.655722718
2;56.3685;2;87.16;78.91337906;8.246620941
2;49.095;2;82.97;74.19599723;8.774002773
2;42.76;2;78.3;69.08286558;9.217134425
2;37.2425;2;73.28;63.72838403;9.551615972
2;32.437;2;68.06;58.29708166;9.762918344
2;28.2515;2;62.79;52.94103631;9.848963694
2;24.606;2;57.59;47.78457787;9.80542213
2;21.431;2;52.56;42.91773248;9.642267515
2;18.6655;2;47.78;38.39591006;9.384089942
2;16.257;2;43.29;34.24691506;9.043084936
2;14.1595;2;39.11;30.47626057;8.633739431
2;12.3325;2;35.24;27.07347166;8.166528338
2;10.741;2;31.67;24.01902324;7.65097676
2;9.355;2;28.38;21.28899245;7.091007546
2;8.148;2;25.35;18.85626952;6.493730484
2;7.0965;2;22.55;16.69244455;5.85755545
2;6.1805;2;19.97;14.77095536;5.199044641
2;5.383;2;17.58;13.06765769;4.512342313
2;4.6885;2;15.36;11.5587094;3.801290602
2;4.0835;2;13.3;10.22233436;3.07766564
2;3.5565;2;11.37;9.039405597;2.330594403
2;3.0975;2;9.57;7.992774434;1.577225566
2;2.698;2;7.89;7.067595351;0.822404649
2;2.35;2;6.33;6.249242885;0.080757115
2;2.0465;2;4.9;5.524600039;-0.624600039
2;1.7825;2;3.62;4.884663269;-1.264663269
2;1.5525;2;2.51;4.31868532;-1.80868532
2;1.352;2;1.59;3.817831771;-2.227831771
2;1.1775;2;0.88;3.375339194;-2.495339194
2;1.0255;2;0.37;2.984084789;-2.614084789
2;0.8935;2;0.1;2.639194084;-2.539194084
2;0.778;2;1.05194E-14;2.332868438;-2.332868438
2;0.6775;2;1.05194E-14;2.062301819;-2.062301819
2;0.5905;2;1.05194E-14;1.824555955;-1.824555955
2;0.5145;2;1.05194E-14;1.613751015;-1.613751015
2;0.448;2;1.05194E-14;1.426515936;-1.426515936
2;0.39;2;1.05194E-14;1.260742123;-1.260742123
2;0.3395;2;1.05194E-14;1.11421714;-1.11421714
2;0.2955;2;1.05194E-14;0.984614857;-0.984614857
2;0.2575;2;1.05194E-14;0.870992375;-0.870992375
2;0.2245;2;1.05194E-14;0.770835814;-0.770835814
2;0.1955;2;1.05194E-14;0.681491632;-0.681491632
2;0.17;2;1.05194E-14;0.601733137;-0.601733137
2;0.148;2;1.05194E-14;0.531871094;-0.531871094
2;0.129;2;1.05194E-14;0.470621616;-0.470621616
2;0.1125;2;1.05194E-14;0.416630091;-0.416630091
2;0.098;2;1.05194E-14;0.368466499;-0.368466499
2;0.085;2;1.05194E-14;0.324620126;-0.324620126
2;0.074;2;1.05194E-14;0.286945451;-0.286945451
2;0.0645;2;1.05194E-14;0.253913673;-0.253913673
2;0.056;2;1.05194E-14;0.223905293;-0.223905293
2;0.049;2;1.05194E-14;0.198817562;-0.198817562
2;0.043;2;1.05194E-14;0.177000359;-0.177000359
2;0.0375;2;1.05194E-14;0.156706298;-0.156706298
2;0.0325;2;1.05194E-14;0.137972074;-0.137972074
2;0.028;2;1.05194E-14;0.120839118;-0.120839118
2;0.0245;2;1.05194E-14;0.107304646;-0.107304646
2;0.0215;2;1.05194E-14;0.095534022;-0.095534022
2;0.0185;2;1.05194E-14;0.083580807;-0.083580807
2;0.016;2;1.05194E-14;0.073456449;-0.073456449
2;0.014;2;1.05194E-14;0.065231518;-0.065231518
2;0.012;2;1.05194E-14;0.05687565;-0.05687565
2;0.0105;2;1.05194E-14;0.050508262;-0.050508262
3;170.2295;2;100;97.58686796;2.413132042
3;148.2635;2;99.75;96.73021986;3.019780139
3;129.132;2;98.96;95.59284787;3.367152134
3;112.4695;2;97.7;94.10119072;3.598809279
3;97.957;2;95.79;92.17552224;3.614477756
3;85.317;2;93.2;89.73846633;3.461533667
3;74.308;2;89.9;86.72814258;3.171857422
3;64.7195;2;85.95;83.11427728;2.835722718
3;56.3685;2;81.43;78.91337906;2.516620941
3;49.095;2;76.47;74.19599723;2.274002773
3;42.76;2;71.22;69.08286558;2.137134425
3;37.2425;2;65.84;63.72838403;2.111615972
3;32.437;2;60.48;58.29708166;2.182918344
3;28.2515;2;55.25;52.94103631;2.308963694
3;24.606;2;50.25;47.78457787;2.46542213
3;21.431;2;45.54;42.91773248;2.622267515
3;18.6655;2;41.15;38.39591006;2.754089942
3;16.257;2;37.09;34.24691506;2.843084936
3;14.1595;2;33.35;30.47626057;2.873739431
3;12.3325;2;29.92;27.07347166;2.846528338
3;10.741;2;26.77;24.01902324;2.75097676
3;9.355;2;23.89;21.28899245;2.601007546
3;8.148;2;21.25;18.85626952;2.393730484
3;7.0965;2;18.83;16.69244455;2.13755545
3;6.1805;2;16.61;14.77095536;1.839044641
3;5.383;2;14.57;13.06765769;1.502342313
3;4.6885;2;12.7;11.5587094;1.141290602
3;4.0835;2;10.97;10.22233436;0.74766564
3;3.5565;2;9.37;9.039405597;0.330594403
3;3.0975;2;7.88;7.992774434;-0.112774434
3;2.698;2;6.5;7.067595351;-0.567595351
3;2.35;2;5.22;6.249242885;-1.029242885
3;2.0465;2;4.05;5.524600039;-1.474600039
3;1.7825;2;3;4.884663269;-1.884663269
3;1.5525;2;2.09;4.31868532;-2.22868532
3;1.352;2;1.33;3.817831771;-2.487831771
3;1.1775;2;0.74;3.375339194;-2.635339194
3;1.0255;2;0.32;2.984084789;-2.664084789
3;0.8935;2;0.09;2.639194084;-2.549194084
3;0.778;2;0.01;2.332868438;-2.322868438
3;0.6775;2;0.01;2.062301819;-2.052301819
3;0.5905;2;0.01;1.824555955;-1.814555955
3;0.5145;2;0.01;1.613751015;-1.603751015
3;0.448;2;0.01;1.426515936;-1.416515936
3;0.39;2;0.01;1.260742123;-1.250742123
3;0.3395;2;0.01;1.11421714;-1.10421714
3;0.2955;2;0.01;0.984614857;-0.974614857
3;0.2575;2;0.01;0.870992375;-0.860992375
3;0.2245;2;0.01;0.770835814;-0.760835814
3;0.1955;2;0.01;0.681491632;-0.671491632
3;0.17;2;0.01;0.601733137;-0.591733137
3;0.148;2;0.01;0.531871094;-0.521871094
3;0.129;2;0.01;0.470621616;-0.460621616
3;0.1125;2;0.01;0.416630091;-0.406630091
3;0.098;2;0.01;0.368466499;-0.358466499
3;0.085;2;0.01;0.324620126;-0.314620126
3;0.074;2;0.01;0.286945451;-0.276945451
3;0.0645;2;0.01;0.253913673;-0.243913673
3;0.056;2;0.01;0.223905293;-0.213905293
3;0.049;2;0.01;0.198817562;-0.188817562
3;0.043;2;0.01;0.177000359;-0.167000359
3;0.0375;2;0.01;0.156706298;-0.146706298
3;0.0325;2;0.01;0.137972074;-0.127972074
3;0.028;2;0.01;0.120839118;-0.110839118
3;0.0245;2;0.01;0.107304646;-0.097304646
3;0.0215;2;0.01;0.095534022;-0.085534022
3;0.0185;2;0.01;0.083580807;-0.073580807
3;0.016;2;0.01;0.073456449;-0.063456449
3;0.014;2;0.01;0.065231518;-0.055231518
3;0.012;2;0.01;0.05687565;-0.04687565
3;0.0105;2;0.01;0.050508262;-0.040508262
4;170.2295;2;100;97.58686796;2.413132042
4;148.2635;2;99.69;96.73021986;2.959780139
4;129.132;2;98.78;95.59284787;3.187152134
4;112.4695;2;97.38;94.10119072;3.278809279
4;97.957;2;95.31;92.17552224;3.134477756
4;85.317;2;92.55;89.73846633;2.811533667
4;74.308;2;89.1;86.72814258;2.371857422
4;64.7195;2;85.02;83.11427728;1.905722718
4;56.3685;2;80.41;78.91337906;1.496620941
4;49.095;2;75.41;74.19599723;1.214002773
4;42.76;2;70.17;69.08286558;1.087134425
4;37.2425;2;64.85;63.72838403;1.121615972
4;32.437;2;59.58;58.29708166;1.282918344
4;28.2515;2;54.48;52.94103631;1.538963694
4;24.606;2;49.63;47.78457787;1.84542213
4;21.431;2;45.07;42.91773248;2.152267515
4;18.6655;2;40.82;38.39591006;2.424089942
4;16.257;2;36.88;34.24691506;2.633084936
4;14.1595;2;33.23;30.47626057;2.753739431
4;12.3325;2;29.86;27.07347166;2.786528338
4;10.741;2;26.75;24.01902324;2.73097676
4;9.355;2;23.89;21.28899245;2.601007546
4;8.148;2;21.26;18.85626952;2.403730484
4;7.0965;2;18.84;16.69244455;2.14755545
4;6.1805;2;16.62;14.77095536;1.849044641
4;5.383;2;14.58;13.06765769;1.512342313
4;4.6885;2;12.71;11.5587094;1.151290602
4;4.0835;2;10.98;10.22233436;0.75766564
4;3.5565;2;9.38;9.039405597;0.340594403
4;3.0975;2;7.89;7.992774434;-0.102774434
4;2.698;2;6.51;7.067595351;-0.557595351
4;2.35;2;5.23;6.249242885;-1.019242885
4;2.0465;2;4.06;5.524600039;-1.464600039
4;1.7825;2;3.01;4.884663269;-1.874663269
4;1.5525;2;2.1;4.31868532;-2.21868532
4;1.352;2;1.34;3.817831771;-2.477831771
4;1.1775;2;0.75;3.375339194;-2.625339194
4;1.0255;2;0.33;2.984084789;-2.654084789
4;0.8935;2;0.1;2.639194084;-2.539194084
4;0.778;2;0.02;2.332868438;-2.312868438
4;0.6775;2;0.02;2.062301819;-2.042301819
4;0.5905;2;0.02;1.824555955;-1.804555955
4;0.5145;2;0.02;1.613751015;-1.593751015
4;0.448;2;0.02;1.426515936;-1.406515936
4;0.39;2;0.02;1.260742123;-1.240742123
4;0.3395;2;0.02;1.11421714;-1.09421714
4;0.2955;2;0.02;0.984614857;-0.964614857
4;0.2575;2;0.02;0.870992375;-0.850992375
4;0.2245;2;0.02;0.770835814;-0.750835814
4;0.1955;2;0.02;0.681491632;-0.661491632
4;0.17;2;0.02;0.601733137;-0.581733137
4;0.148;2;0.02;0.531871094;-0.511871094
4;0.129;2;0.02;0.470621616;-0.450621616
4;0.1125;2;0.02;0.416630091;-0.396630091
4;0.098;2;0.02;0.368466499;-0.348466499
4;0.085;2;0.02;0.324620126;-0.304620126
4;0.074;2;0.02;0.286945451;-0.266945451
4;0.0645;2;0.02;0.253913673;-0.233913673
4;0.056;2;0.02;0.223905293;-0.203905293
4;0.049;2;0.02;0.198817562;-0.178817562
4;0.043;2;0.02;0.177000359;-0.157000359
4;0.0375;2;0.02;0.156706298;-0.136706298
4;0.0325;2;0.02;0.137972074;-0.117972074
4;0.028;2;0.02;0.120839118;-0.100839118
4;0.0245;2;0.02;0.107304646;-0.087304646
4;0.0215;2;0.02;0.095534022;-0.075534022
4;0.0185;2;0.02;0.083580807;-0.063580807
4;0.016;2;0.02;0.073456449;-0.053456449
4;0.014;2;0.02;0.065231518;-0.045231518
4;0.012;2;0.02;0.05687565;-0.03687565
4;0.0105;2;0.02;0.050508262;-0.030508262
5;224.4065;2;100;98.69974438;1.300255618
5;195.45;2;99.82;98.22609082;1.593909181
5;170.2295;2;99.26;97.58686796;1.673132042
5;148.2635;2;98.2;96.73021986;1.469780139
5;129.132;2;96.49;95.59284787;0.897152134
5;112.4695;2;94.06;94.10119072;-0.041190721
5;97.957;2;90.87;92.17552224;-1.305522244
5;85.317;2;86.97;89.73846633;-2.768466333
5;74.308;2;82.46;86.72814258;-4.268142578
5;64.7195;2;77.49;83.11427728;-5.624277282
5;56.3685;2;72.22;78.91337906;-6.693379059
5;49.095;2;66.84;74.19599723;-7.355997227
5;42.76;2;61.5;69.08286558;-7.582865575
5;37.2425;2;56.33;63.72838403;-7.398384028
5;32.437;2;51.41;58.29708166;-6.887081656
5;28.2515;2;46.81;52.94103631;-6.131036306
5;24.606;2;42.54;47.78457787;-5.24457787
5;21.431;2;38.6;42.91773248;-4.317732485
5;18.6655;2;34.97;38.39591006;-3.425910058
5;16.257;2;31.62;34.24691506;-2.626915064
5;14.1595;2;28.53;30.47626057;-1.946260569
5;12.3325;2;25.68;27.07347166;-1.393471662
5;10.741;2;23.04;24.01902324;-0.97902324
5;9.355;2;20.61;21.28899245;-0.678992454
5;8.148;2;18.37;18.85626952;-0.486269516
5;7.0965;2;16.3;16.69244455;-0.39244455
5;6.1805;2;14.4;14.77095536;-0.370955359
5;5.383;2;12.65;13.06765769;-0.417657687
5;4.6885;2;11.04;11.5587094;-0.518709398
5;4.0835;2;9.55;10.22233436;-0.67233436
5;3.5565;2;8.17;9.039405597;-0.869405597
5;3.0975;2;6.89;7.992774434;-1.102774434
5;2.698;2;5.69;7.067595351;-1.377595351
5;2.35;2;4.58;6.249242885;-1.669242885
5;2.0465;2;3.56;5.524600039;-1.964600039
5;1.7825;2;2.65;4.884663269;-2.234663269
5;1.5525;2;1.85;4.31868532;-2.46868532
5;1.352;2;1.18;3.817831771;-2.637831771
5;1.1775;2;0.66;3.375339194;-2.715339194
5;1.0255;2;0.28;2.984084789;-2.704084789
5;0.8935;2;0.07;2.639194084;-2.569194084
6;195.45;2;100;98.22609082;1.773909181
6;170.2295;2;99.59;97.58686796;2.003132042
6;148.2635;2;98.55;96.73021986;1.819780139
6;129.132;2;96.93;95.59284787;1.337152134
6;112.4695;2;94.57;94.10119072;0.468809279
6;97.957;2;91.46;92.17552224;-0.715522244
6;85.317;2;87.63;89.73846633;-2.108466333
6;74.308;2;83.17;86.72814258;-3.558142578
6;64.7195;2;78.24;83.11427728;-4.874277282
6;56.3685;2;73.01;78.91337906;-5.903379059
6;49.095;2;67.64;74.19599723;-6.555997227
6;42.76;2;62.3;69.08286558;-6.782865575
6;37.2425;2;57.11;63.72838403;-6.618384028
6;32.437;2;52.16;58.29708166;-6.137081656
6;28.2515;2;47.51;52.94103631;-5.431036306
6;24.606;2;43.18;47.78457787;-4.60457787
6;21.431;2;39.17;42.91773248;-3.747732485
6;18.6655;2;35.46;38.39591006;-2.935910058
6;16.257;2;32.04;34.24691506;-2.206915064
6;14.1595;2;28.88;30.47626057;-1.596260569
6;12.3325;2;25.96;27.07347166;-1.113471662
6;10.741;2;23.26;24.01902324;-0.75902324
6;9.355;2;20.77;21.28899245;-0.518992454
6;8.148;2;18.48;18.85626952;-0.376269516
6;7.0965;2;16.37;16.69244455;-0.32244455
6;6.1805;2;14.43;14.77095536;-0.340955359
6;5.383;2;12.65;13.06765769;-0.417657687
6;4.6885;2;11.02;11.5587094;-0.538709398
6;4.0835;2;9.52;10.22233436;-0.70233436
6;3.5565;2;8.13;9.039405597;-0.909405597
6;3.0975;2;6.84;7.992774434;-1.152774434
6;2.698;2;5.64;7.067595351;-1.427595351
6;2.35;2;4.53;6.249242885;-1.719242885
6;2.0465;2;3.52;5.524600039;-2.004600039
6;1.7825;2;2.62;4.884663269;-2.264663269
6;1.5525;2;1.83;4.31868532;-2.48868532
6;1.352;2;1.17;3.817831771;-2.647831771
6;1.1775;2;0.66;3.375339194;-2.715339194
6;1.0255;2;0.29;2.984084789;-2.694084789
6;0.8935;2;0.09;2.639194084;-2.549194084
6;0.778;2;0.02;2.332868438;-2.312868438
6;0.6775;2;0.02;2.062301819;-2.042301819
6;0.5905;2;0.02;1.824555955;-1.804555955
6;0.5145;2;0.02;1.613751015;-1.593751015
6;0.448;2;0.02;1.426515936;-1.406515936
6;0.39;2;0.02;1.260742123;-1.240742123
6;0.3395;2;0.02;1.11421714;-1.09421714
6;0.2955;2;0.02;0.984614857;-0.964614857
6;0.2575;2;0.02;0.870992375;-0.850992375
6;0.2245;2;0.02;0.770835814;-0.750835814
6;0.1955;2;0.02;0.681491632;-0.661491632
6;0.17;2;0.02;0.601733137;-0.581733137
6;0.148;2;0.02;0.531871094;-0.511871094
6;0.129;2;0.02;0.470621616;-0.450621616
6;0.1125;2;0.02;0.416630091;-0.396630091
6;0.098;2;0.02;0.368466499;-0.348466499
6;0.085;2;0.02;0.324620126;-0.304620126
6;0.074;2;0.02;0.286945451;-0.266945451
6;0.0645;2;0.02;0.253913673;-0.233913673
6;0.056;2;0.02;0.223905293;-0.203905293
6;0.049;2;0.02;0.198817562;-0.178817562
6;0.043;2;0.02;0.177000359;-0.157000359
6;0.0375;2;0.02;0.156706298;-0.136706298
6;0.0325;2;0.02;0.137972074;-0.117972074
6;0.028;2;0.02;0.120839118;-0.100839118
6;0.0245;2;0.02;0.107304646;-0.087304646
6;0.0215;2;0.02;0.095534022;-0.075534022
6;0.0185;2;0.02;0.083580807;-0.063580807
6;0.016;2;0.02;0.073456449;-0.053456449
6;0.014;2;0.02;0.065231518;-0.045231518
6;0.012;2;0.02;0.05687565;-0.03687565
6;0.0105;2;0.02;0.050508262;-0.030508262
7;257.653;2;100;99.04891534;0.951084657
7;224.4065;2;99.87;98.69974438;1.170255618
7;195.45;2;99.52;98.22609082;1.293909181
7;170.2295;2;98.78;97.58686796;1.193132042
7;148.2635;2;97.53;96.73021986;0.799780139
7;129.132;2;95.63;95.59284787;0.037152134
7;112.4695;2;93.02;94.10119072;-1.081190721
7;97.957;2;89.68;92.17552224;-2.495522244
7;85.317;2;85.67;89.73846633;-4.068466333
7;74.308;2;81.1;86.72814258;-5.628142578
7;64.7195;2;76.13;83.11427728;-6.984277282
7;56.3685;2;70.92;78.91337906;-7.993379059
7;49.095;2;65.64;74.19599723;-8.555997227
7;42.76;2;60.42;69.08286558;-8.662865575
7;37.2425;2;55.37;63.72838403;-8.358384028
7;32.437;2;50.57;58.29708166;-7.727081656
7;28.2515;2;46.05;52.94103631;-6.891036306
7;24.606;2;41.83;47.78457787;-5.95457787
7;21.431;2;37.91;42.91773248;-5.007732485
7;18.6655;2;34.27;38.39591006;-4.125910058
7;16.257;2;30.89;34.24691506;-3.356915064
7;14.1595;2;27.76;30.47626057;-2.716260569
7;12.3325;2;24.88;27.07347166;-2.193471662
7;10.741;2;22.22;24.01902324;-1.79902324
7;9.355;2;19.78;21.28899245;-1.508992454
7;8.148;2;17.55;18.85626952;-1.306269516
7;7.0965;2;15.52;16.69244455;-1.17244455
7;6.1805;2;13.67;14.77095536;-1.100955359
7;5.383;2;11.99;13.06765769;-1.077657687
7;4.6885;2;10.45;11.5587094;-1.108709398
7;4.0835;2;9.04;10.22233436;-1.18233436
7;3.5565;2;7.74;9.039405597;-1.299405597
7;3.0975;2;6.54;7.992774434;-1.452774434
7;2.698;2;5.42;7.067595351;-1.647595351
7;2.35;2;4.38;6.249242885;-1.869242885
7;2.0465;2;3.42;5.524600039;-2.104600039
7;1.7825;2;2.56;4.884663269;-2.324663269
7;1.5525;2;1.81;4.31868532;-2.50868532
7;1.352;2;1.17;3.817831771;-2.647831771
7;1.1775;2;0.67;3.375339194;-2.705339194
7;1.0255;2;0.3;2.984084789;-2.684084789
7;0.8935;2;0.1;2.639194084;-2.539194084
7;0.778;2;0.02;2.332868438;-2.312868438
7;0.6775;2;0.02;2.062301819;-2.042301819
7;0.5905;2;0.02;1.824555955;-1.804555955
7;0.5145;2;0.02;1.613751015;-1.593751015
7;0.448;2;0.02;1.426515936;-1.406515936
7;0.39;2;0.02;1.260742123;-1.240742123
7;0.3395;2;0.02;1.11421714;-1.09421714
7;0.2955;2;0.02;0.984614857;-0.964614857
7;0.2575;2;0.02;0.870992375;-0.850992375
7;0.2245;2;0.02;0.770835814;-0.750835814
7;0.1955;2;0.02;0.681491632;-0.661491632
7;0.17;2;0.02;0.601733137;-0.581733137
7;0.148;2;0.02;0.531871094;-0.511871094
7;0.129;2;0.02;0.470621616;-0.450621616
7;0.1125;2;0.02;0.416630091;-0.396630091
7;0.098;2;0.02;0.368466499;-0.348466499
7;0.085;2;0.02;0.324620126;-0.304620126
7;0.074;2;0.02;0.286945451;-0.266945451
7;0.0645;2;0.02;0.253913673;-0.233913673
7;0.056;2;0.02;0.223905293;-0.203905293
7;0.049;2;0.02;0.198817562;-0.178817562
7;0.043;2;0.02;0.177000359;-0.157000359
7;0.0375;2;0.02;0.156706298;-0.136706298
7;0.0325;2;0.02;0.137972074;-0.117972074
7;0.028;2;0.02;0.120839118;-0.100839118
7;0.0245;2;0.02;0.107304646;-0.087304646
7;0.0215;2;0.02;0.095534022;-0.075534022
7;0.0185;2;0.02;0.083580807;-0.063580807
7;0.016;2;0.02;0.073456449;-0.053456449
7;0.014;2;0.02;0.065231518;-0.045231518
7;0.012;2;0.02;0.05687565;-0.03687565
7;0.0105;2;0.02;0.050508262;-0.030508262
8;257.653;2;100;99.04891534;0.951084657
8;224.4065;2;99.88;98.69974438;1.180255618
8;195.45;2;99.5;98.22609082;1.273909181
8;170.2295;2;98.68;97.58686796;1.093132042
8;148.2635;2;97.3;96.73021986;0.569780139
8;129.132;2;95.23;95.59284787;-0.362847866
8;112.4695;2;92.42;94.10119072;-1.681190721
8;97.957;2;88.86;92.17552224;-3.315522244
8;85.317;2;84.63;89.73846633;-5.108466333
8;74.308;2;79.86;86.72814258;-6.868142578
8;64.7195;2;74.71;83.11427728;-8.404277282
8;56.3685;2;69.36;78.91337906;-9.553379059
8;49.095;2;63.97;74.19599723;-10.22599723
8;42.76;2;58.68;69.08286558;-10.40286558
8;37.2425;2;53.6;63.72838403;-10.12838403
8;32.437;2;48.8;58.29708166;-9.497081656
8;28.2515;2;44.32;52.94103631;-8.621036306
8;24.606;2;40.16;47.78457787;-7.62457787
8;21.431;2;36.32;42.91773248;-6.597732485
8;18.6655;2;32.79;38.39591006;-5.605910058
8;16.257;2;29.54;34.24691506;-4.706915064
8;14.1595;2;26.55;30.47626057;-3.926260569
8;12.3325;2;23.8;27.07347166;-3.273471662
8;10.741;2;21.28;24.01902324;-2.73902324
8;9.355;2;18.97;21.28899245;-2.318992454
8;8.148;2;16.86;18.85626952;-1.996269516
8;7.0965;2;14.93;16.69244455;-1.76244455
8;6.1805;2;13.17;14.77095536;-1.600955359
8;5.383;2;11.57;13.06765769;-1.497657687
8;4.6885;2;10.1;11.5587094;-1.458709398
8;4.0835;2;8.75;10.22233436;-1.47233436
8;3.5565;2;7.5;9.039405597;-1.539405597
8;3.0975;2;6.33;7.992774434;-1.662774434
8;2.698;2;5.24;7.067595351;-1.827595351
8;2.35;2;4.22;6.249242885;-2.029242885
8;2.0465;2;3.28;5.524600039;-2.244600039
8;1.7825;2;2.43;4.884663269;-2.454663269
8;1.5525;2;1.69;4.31868532;-2.62868532
8;1.352;2;1.08;3.817831771;-2.737831771
8;1.1775;2;0.61;3.375339194;-2.765339194
8;1.0255;2;0.27;2.984084789;-2.714084789
8;0.8935;2;0.1;2.639194084;-2.539194084
8;0.778;2;0.04;2.332868438;-2.292868438
8;0.6775;2;0.04;2.062301819;-2.022301819
8;0.5905;2;0.04;1.824555955;-1.784555955
8;0.5145;2;0.04;1.613751015;-1.573751015
8;0.448;2;0.04;1.426515936;-1.386515936
8;0.39;2;0.04;1.260742123;-1.220742123
8;0.3395;2;0.04;1.11421714;-1.07421714
8;0.2955;2;0.04;0.984614857;-0.944614857
8;0.2575;2;0.04;0.870992375;-0.830992375
8;0.2245;2;0.04;0.770835814;-0.730835814
8;0.1955;2;0.04;0.681491632;-0.641491632
8;0.17;2;0.04;0.601733137;-0.561733137
8;0.148;2;0.04;0.531871094;-0.491871094
8;0.129;2;0.04;0.470621616;-0.430621616
8;0.1125;2;0.04;0.416630091;-0.376630091
8;0.098;2;0.04;0.368466499;-0.328466499
8;0.085;2;0.04;0.324620126;-0.284620126
8;0.074;2;0.04;0.286945451;-0.246945451
8;0.0645;2;0.04;0.253913673;-0.213913673
8;0.056;2;0.04;0.223905293;-0.183905293
8;0.049;2;0.04;0.198817562;-0.158817562
8;0.043;2;0.04;0.177000359;-0.137000359
8;0.0375;2;0.04;0.156706298;-0.116706298
8;0.0325;2;0.04;0.137972074;-0.097972074
8;0.028;2;0.04;0.120839118;-0.080839118
8;0.0245;2;0.04;0.107304646;-0.067304646
8;0.0215;2;0.04;0.095534022;-0.055534022
8;0.0185;2;0.04;0.083580807;-0.043580807
8;0.016;2;0.04;0.073456449;-0.033456449
8;0.014;2;0.04;0.065231518;-0.025231518
8;0.012;2;0.04;0.05687565;-0.01687565
8;0.0105;2;0.04;0.050508262;-0.010508262
1;170.2295;3;100;99.0285795;0.9714205
1;148.2635;3;99.89;98.22231135;1.667688652
1;129.132;3;99.47;96.9933747;2.476625296
1;112.4695;3;98.69;95.25170104;3.43829896
1;97.957;3;97.41;92.93490161;4.47509839
1;85.317;3;95.55;90.01851284;5.531487163
